word,count
ข้างล่าง,52211
การตื่น,12465
สัมปัตติ,113
ต่อสาย,32573
ลูกหนี้,44531
คำสั่ง,589066
วิสาสะ,1104
หุงต้ม,8024
ทอดแห,756
กระดุ้งกระดิ้ง,2
สำนักงานการตรวจเงินแผ่นดิน,3219
ผุดผาด,253
พูดลับหลัง,196
เปเปอร์,160276
รอดปากเหยี่ยวปากกา,17
สลายตัว,10172
บาทา,1726
เผยแผ่,14029
เศวตามพร,18
เจตภูต,192
จิตวิเคราะห์,849
เชิดฉิ่ง,38
ทะลุดทะลาด,6
กาลนาน,3084
จำนวนบวก,195
ไผท,1546
เรื่องขี้ผง,24
องค์การคลังสินค้า,522
การจัดจำหน่าย,27302
ขนานใหญ่,1782
ก่อฤกษ์,39
เอ็มบริโอ,656
ผีโพง,268
รัตติกาล,8359
อิกัวนา,148
ขี้เถ้า,5765
ตัดไม่ขาด,578
ขี่หลัง,729
ความจัดเจน,179
อมเรศวร,1
ฉ่อย,1282
มอมเหล้า,5969
ไมโครฟิล์ม,1066
มุบ,1700
ออมทรัพย์,85989
ไท้,9858
ประสาทตา,11903
นิดหนึ่ง,57683
สัมพันธ์,1458311
เขตคุ้มครอง,254
ทาฐิกะ,26
โพบาย,41
ย้ำหัวเห็ด,4
เยี่ยมเยียน,9499
หนี้ประธาน,88
กุกกุร,75
เกตุมาลา,245
ก้าวก่าย,2664
กุ้งปล้อง,1
ธนุ,2356
นันยาง,1870
วันหยุด,395934
เซฟโรเลต,14
ปิ้ง,358244
ก๊าก,3068
หน้าเหี่ยว,809
ยูทาห์,1265
ท่อม,39245
หัวลูกศร,563
สุย,5964
คัดสรร,332148
ชีพ,2333823
สิ้นแรง,206
จุดประสงค์,99077
การปล่อยตัว,8086
ไข่แดง,14475
พระพุทธเจ้าข้าขอรับ,24
ทางไปรษณีย์,28356
กระเบน,9660
เอช,142020
ปล่องไฟ,1632
คราย,21189
สมณสารูป,97
ธนบัตรย่อย,397
ยาขับเลือด,1758
ลูกตุ้มมะพร้าว,2
กระพังเหิร,1
โทษกรณ์,10
ผู้ทำการค้า,136
ลีโอ,28593
ซ็อกเก็ต,10318
ทิ้งกระจาด,2543
ก่วงตง,2
ผ่านภิภพลีลา,0
กระป๋อง,78355
คนมีเงิน,2563
เส้นศูนย์สูตร,1802
เกสต์เฮาส์,6600
เจ้าหนี้ร่วม,26
ความทัดเทียม,901
เฉพาะพระพักตร์,753
ค่ายมวย,3724
ความแข็งขัน,90
คนวงใน,1305
วิบูลย์,15240
เชียงเคี่ยน,234
ระเบียน,28883
ปิ่นซ่น,2
นรินทร์,12031
ไซลินเดอร์,90
ความปรารถนา,66249
สยองขวัญ,57970
ผู้ตรวจสอบบัญชี,3078
ค่ำมืด,376
สำเริงสำราญ,83
เหมือนหนึ่งว่า,81
ว่างมือ,1632
อั๊ก ๆ,3
ตูลิ่นฮื้อ,3
ร้านหนังสือ,37624
การขัดข้อง,3623
รุจี,1752
ราชรถ,2104
พลิกล็อก,2278
สีมือ,962
จุฬาภรณ์,31513
ไศล,5948
โกฐก้านพร้าว,19
มงโกรย,14
เรื่องมาก,8220
ลองใน,25292
สีมา,367974
ภิงสระ,1
ระนาม,24297
สิทธิเหนือพื้นดิน,160
สำบัดสำนวน,125
ชื่อจริง,21625
โทหฬินี,3
ผูกขวัญ,83
ไม่หวาดไม่ไหว,1208
ยินมลาก,0
อัมพวา,20027
กายทุจริต,552
สุกๆ ดิบๆ,420
ออเจ้า,2538
ผู้ทุจริต,256
วางไข่,8862
อาจ,6121480
เมลื่อย,7
ล้อต๊อก,362
ศักดิ์ศรี,68977
เก๊,80305
วิธ,4861448
เฮือกสุดท้าย,946
รู้หลบเป็นปีก รู้หลีกเป็นหาง,30
ครอบครู,1207
อาทิจจวาร,4
บวชพระ,3474
ตามิน,257320
โขย่ง,49
ตามขวาง,1487
ปกเกล้า,68108
สดชื่น,171118
เครื่องหมายจราจร,2012
แกงแนง,4
เท้าคู้,7
เสมอหน้า,372
โรงเรียนกินนอน,81
โสหัท,2
เหมาะมือ,1876
ประพัด,11
เวลาย่ำค่ำ,129
ลางเนื้อชอบลางยา,91
สิทธิกร,1843
ผู้จัดการฝ่ายโรงงาน,83
เข้มงวดกวดขัน,704
สัทธาธิกะ,11
อ้อนออด,54
ตัวเบา,3329
ชูโรง,4847
ขยาย,856797
ตะคุ่ม ๆ,33
ท้องคัดท้องแข็ง,89
เกี่ยว,5544430
ตบหัวลูบหลัง,26
กษัตรีศูร,2
บอด,137279
ลำบากใจ,6325
จตุรงคประดับ,1
ตรีปิตตผล,0
ประทักษิณ,1263
วุ่นวายใจ,1206
หยิม ๆ,7
ให้หูให้ตา,0
คาซิเลต,0
จงรัก,22738
เข้าถึง,2174063
พวกผม,7042
กุมภนิยา,6
เถลิงศก,818
หูหนาตาโต,0
จับมือ,179337
ฝ่าฝืน,35160
ตึดตื๋อ,23
จัตุรพักตร์,6
กระแทกเสียง,1174
เคล็ดลับ,551509
บัพพาชนียกรรม,11
บ.,848756
วิรูป,1016
อุชเชนี,1140
ตั้งหน้าตั้งตา,4420
น้ำมันเบนซิน,8935
สังฆาธิการ,3576
บริวาร,29596
ข้าวคำ,161
เคยยะ,111
ทอดน่อง,916
แม่ฮ่องสอน,87839
บริสชน,8
เอว,419808
หลักกฎหมาย,12500
สั่งการ,57496
ไหลเวียน,51550
ถั่วนา,395
ขี้แพ้ชวนตี,90
หมดวาสนาบารมี,4
เทววิทยา,3627
สิ่งผิดปกติ,3731
แอะ,996
โต๊ะหมู่บูชา,4780
บังคับใจ,415
รมณีย,1926
รามัญ,4344
การพบเห็น,1727
ตัดรอน,385
สตรอเบอร์รี่,12713
แครง,9547
พระยาไกร,4514
เถาวัลย์ด้วน,2
ส่วนตัว,2448461
ใครก็ตาม,34231
กระแสง,403
การบูรป่า,3
บัคเตรี,218
ใยหิน,5803
ปลง,2185657
กรัม,676109
การผูก,19739
ผู้ดูแล,313132
บัดบง,3
ทอยสตอรี่,406
ฝ่ายสนับสนุน,28292
โตง ๆ เตง,2
ขี้แรดล้อมปรวด,0
เลเพลาดพาด,13
ผักหวานบ้าน,680
เริง,226329
เขยตาย,156
วางหูโทรศัพท์,89
พายเรือคนละที,0
แท่นลา,20
ความเท่าเทียม,27824
ความแจ่มแจ้ง,1158
ทิ้ง ๆ ขว้าง ๆ,35
พักสมอง,1350
ตลิ่งชัน,52762
ยาแฝด,296
สส.บ.,28
พ่วง,85905
เส้นโค้ง,7710
กระโจ้,1
เลือด,627901
ทุปปัญญา,2
ต้ำพรวด,1
ธาลัสซีเมีย,4095
อดรีนาลิน,14
ติดหล่ม,1944
ออกซิเดชั่น,2788
โกลเด้น,21694
ได้ท่า,3459
ร่าย,92761
นิกเกิล,12881
ลิงหลอกเจ้า,198
โภคยทรัพย์,9
มังสวิรัติ,18060
ขึ้นคาน,612
ภมุกา,9
ล่องชาด,140
แบนด์วิดท์,6023
ตูมกา,257
ลิ้นควาย,134
สมบัติพัสถาน,2300
แมวหง่าว,823
กรวม,189608
รถเช่า,141255
มณฑล,287259
กัตติเกยา,2
ฉากบังเพลิง,20
สหภาพแรงงานฯ,814
เสลี่ยง,2958
บำรุง,684768
นองหน้า,793
พคท.,489
อาศิรพิษ,6
ยูถะ,10
กระสา,3140
ไฮโปทาลามัส,224
ทนทายาด,41
เทียนสัตตบุษย์,74
มหาสงกรานต์,5158
ลดชั้น,621
ร่มชูชีพ,1135
ฮาร์วาร์ด,3614
เหมือดคน,32
เอเอ็ม,17526
ฟันดาบ,4725
นาฬิเก,159
ตุ้บ ๆ,41
กันยา,667163
ความจำนง,5230
โบโนโบ,110
ตารางเมตร,173435
ทักขิณาบถ,40
ภูมิบริมาณ,1
ใส่ไข่,8401
โยกคลอน,389
กระจ่า,120973
การศึกษาต่อเนื่อง,5572
ฝ่า,1339988
จันทรภิม,5
ตำนาน,366196
ฤกษ์พานาที,26
เอดิสัน,1918
ปากกัดตีนถีบ,637
กร่อย,3556
วราราม,18039
ปราภพ,26
จำรัส,342691
การจด,124075
เกเรเกเส,8
ลูกเด็กเล็กแดง,218
เสือเก่า,72
เพรี้ยมพราย,2
บอยคอท,14
สปรส.,11
เห็นท่า,4825
อนิฏฐารมณ์,167
